StorageUnit,name,carrier,bus,p_nom,capital_cost,max_hours,efficiency_store,efficiency_dispatch,cyclic_state_of_charge,p_min_pu,build_year,control,type,p_nom_extendable,p_nom_min,p_nom_max,p_max_pu,p_set,q_set,sign,marginal_cost,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge_per_period,standing_loss,inflow,p_nom_opt,country,bidding_zone,in_synchronous_network,p_set_before_scaling
497 hydro,Hanefoss 5,hydro,6365,23.76,177831.093925293,114.054545454545,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.661025019166,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,23.76
498 hydro,Harpefossen 2,hydro,6713,145.8,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,47.406287916055,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,145.8
499 hydro,Eidsfoss 7,hydro,6728,29.592,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.9960038875068,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,29.592
500 hydro,Haukland 3,hydro,6360,5.292,177831.093925293,1073.77551020408,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,3.93359193608698,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,5.292
501 hydro,Haukeli 5,hydro,6710,22.572,177831.093925293,1623.6,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.7779737682077,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,22.572
502 hydro,Haverstad 4,hydro,6708,51.84,177831.093925293,41.5333333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,38.5331454963622,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,51.84
503 hydro,Heggmoen 5,hydro,7008,11.0,177831.093925293,3213.2,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.15101952085309,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,11.0
504 hydro,Hegsetfoss 2,hydro,6870,47.68,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,33.485199924883,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,47.68
505 hydro,Hekni 6,hydro,6710,60.48,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,44.9553364124226,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,60.48
506 hydro,Hellandsfoss 4,hydro,6651,35.02,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.4552683624124,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,35.02
507 hydro,Hellefoss 6,hydro,6732,14.85,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.82841821367226,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,14.85
508 hydro,Hensfoss 8,hydro,6719,22.545,177831.093925293,339.712574850299,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.33041674257516,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,22.545
510 hydro,Hetland 2,hydro,6356,1.8954,177831.093925293,712.77027027027,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,0.0
511 hydro,Gresslifoss 6,hydro,7061,37.25,177831.093925293,2.72,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.1603124413149,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,37.25
512 hydro,Gravfoss 7,hydro,6732,65.88,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.4206189842915,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,65.88
513 hydro,Grasjo 7,hydro,6872,22.35,177831.093925293,2186.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.6961874647889,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,22.35
514 hydro,Govddesaga 5,hydro,7006,29.48,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.1647323158863,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,29.48
515 hydro,Eikelandsosen 4,hydro,6747,30.9,177831.093925293,1571.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.5781779668345,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,30.9
516 hydro,Eiriksdal 2,hydro,6648,119.2,177831.093925293,652.83,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,83.7129998122076,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,119.2
517 hydro,Embretsfoss 8,hydro,6732,95.85,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,31.1652448337028,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,95.85
518 hydro,Fagerli 6,hydro,7008,53.152,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.5537263247621,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,53.152
519 hydro,Fagervollan 4,hydro,6934,23.1,177831.093925293,2431.42857142857,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,15.0171409937915,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,23.1
520 hydro,Faslefoss 4,hydro,6712,24.03,177831.093925293,397.101123595506,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.81325856394239,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,24.03
521 hydro,Fellesanlegget Kykkelsrud Fossumfoss 2,hydro,6741,310.5,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,100.957835376784,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,310.5
522 hydro,Finsa 2,hydro,6357,24.84,177831.093925293,641.826086956522,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.4637988836736,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,24.84
523 hydro,Fjaeremsfoss 5,hydro,6868,28.012,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,19.6725549558688,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,28.012
524 hydro,Fjone 9,hydro,6725,54.0,177831.093925293,2753.52,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,40.1386932253773,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,54.0
525 hydro,Florli 4,hydro,6697,86.4,177831.093925293,2025.625,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,64.2219091606037,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,86.4
526 hydro,Follafoss 2,hydro,6812,71.669,177831.093925293,300.706860706861,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,50.3324411370898,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,71.669
527 hydro,Forsa 6,hydro,7006,14.41,177831.093925293,3824.375,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.36783557231754,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,14.41
528 hydro,Fosse 9,hydro,6653,25.8221,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,18.0321640542847,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,25.8221
529 hydro,Fossmark 10,hydro,6653,11.3712,177831.093925293,208.4,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.94076949179508,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,11.3712
530 hydro,Framruste 6,hydro,6666,77.25,177831.093925293,1708.69333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,53.9454449170862,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,77.25
531 hydro,Froystul 3,hydro,6722,49.248,177831.093925293,3290.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,36.6064882215441,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,49.248
532 hydro,Funna 7,hydro,7061,30.694,177831.093925293,2733.98058252427,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,21.5560974516435,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,30.694
533 hydro,Funnefoss 4,hydro,6626,54.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,17.5578844133537,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,54.0
534 hydro,Gamlebrofoss 9,hydro,6732,20.25,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.58420665500763,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,20.25
535 hydro,Geithusfoss 10,hydro,6732,18.225,177831.093925293,248.148148148148,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.92578598950687,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,18.225
536 hydro,Gjuva 2,hydro,6671,10.3,177831.093925293,3145.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.19272598894482,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,10.3
537 hydro,Ramfoss,hydro,6731,40.5,177831.093925293,173.333333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.1684133100153,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,40.5
538 hydro,Ranasfoss 5,hydro,6626,173.34,177831.093925293,296.323987538941,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,56.3608089668653,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,173.34
539 hydro,Refsdal 6,hydro,6649,93.20779,177831.093925293,1192.64444444444,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,65.0891352917584,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,93.20779
540 hydro,Rekvatn 3,hydro,7007,25.63,177831.093925293,1421.03004291845,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.6618754835877,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,25.63
541 hydro,Aurland Reppa 7,hydro,7006,20.9,177831.093925293,4088.07,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.5869370896209,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,20.9
542 hydro,Ringdal 4,hydro,6680,31.158,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,23.1600259910427,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,31.158
543 hydro,Rognsfossen 4,hydro,6655,6.18,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.31563559336689,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,6.18
544 hydro,Roskrepp 2,hydro,6707,54.0,177831.093925293,2877.3,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,40.1386932253773,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,54.0
545 hydro,Rosten 3,hydro,6874,119.2,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,83.7129998122076,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,119.2
546 hydro,Royrvikfoss 2,hydro,6940,18.26,177831.093925293,2001.92771084337,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,11.8706924046161,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,18.26
547 hydro,Rygene 5,hydro,6372,59.5188,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,44.2408676730109,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,59.5188
548 hydro,Sagefossen 6,hydro,6647,15.049,177831.093925293,328.930693069307,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.5687662262912,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,15.049
549 hydro,Sagfossen 4,hydro,7007,20.5117,177831.093925293,38.5840707964602,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,13.3345061005348,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,20.5117
550 hydro,Sarp 3,hydro,6741,108.0,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,35.1157688267074,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,108.0
551 hydro,Savalen 2,hydro,6875,83.7,177831.093925293,530.070967741936,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,27.2147208406982,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,83.7
552 hydro,Sildvik 4,hydro,6997,71.5,177831.093925293,2292.2,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,46.4816268855451,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,71.5
553 hydro,Sjona 5,hydro,6934,129.8,177831.093925293,884.769230769231,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,84.3820303460664,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,129.8
554 hydro,Skagen 7,hydro,6666,278.1,177831.093925293,246.186666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,194.20360170151,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,278.1
555 hydro,Skar 2,hydro,6705,30.564,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,22.7185003655636,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,30.564
556 hydro,Ovre Tessa 4,hydro,6874,23.84,177831.093925293,3225.625,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.7425999624415,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,23.84
557 hydro,Pikerfoss 11,hydro,6732,21.33,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.93536434327471,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,21.33
558 hydro,Ovre Svultingen,hydro,6744,6.6435,177831.093925293,1079.56589147287,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.63930826286941,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,6.6435
559 hydro,Ovre Markevatn 7,hydro,6647,7.45,177831.093925293,1139.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,5.23206248826297,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,7.45
560 hydro,Ogreyfoss 3,hydro,6356,16.416,177831.093925293,257.565789473684,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.2021627405147,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,16.416
561 hydro,Nedre Markevatn 8,hydro,6647,4.172,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,0.0
562 hydro,Nedre Nea 3,hydro,6870,99.383,177831.093925293,13.8530734632684,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,69.7957135934281,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,99.383
563 hydro,Nedre Porsa 7,hydro,7019,14.08,177831.093925293,1876.875,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,9.15330498669195,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,14.08
564 hydro,Nedre Svultingen 2,hydro,6744,9.064,177831.093925293,155.681818181818,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.32959887027145,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,9.064
565 hydro,Nedre Tessa 5,hydro,6874,34.27,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.0674874460097,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,34.27
566 hydro,Niingen 4,hydro,6996,18.7,177831.093925293,2314.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.1567331854503,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,18.7
567 hydro,Nisserdam 6,hydro,6372,1.944,177831.093925293,1763.66666666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,0.0
568 hydro,Nomeland 6,hydro,6365,30.996,177831.093925293,0.374564459930314,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,23.0396099113666,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,30.996
569 hydro,Novle 2,hydro,6686,43.2,177831.093925293,2354.395,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,32.1109545803019,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,43.2
570 hydro,Nye Verma 4,hydro,6860,34.568,177831.093925293,1500.48,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.2767699455402,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,34.568
572 hydro,Oksebotn 3,hydro,6654,11.33,177831.093925293,1833.3,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.91199858783931,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,11.33
573 hydro,Oksenelvane 9,hydro,6647,41.72,177831.093925293,396.857142857143,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.2995499342727,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,41.72
574 hydro,Oldereid 7,hydro,7008,16.5,177831.093925293,2233.13333333333,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,10.7265292812796,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,16.5
576 hydro,Oltesvik 4,hydro,6356,5.4,177831.093925293,45.82,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,4.01386932253773,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,5.4
577 hydro,Ormsetfoss,hydro,6863,59.6,177831.093925293,1033.6875,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,41.8564999061038,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,59.6
578 hydro,Orteren 2,hydro,6669,10.3,177831.093925293,2678.8,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,7.19272598894482,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,10.3
579 hydro,Osa 5,hydro,6721,121.5,177831.093925293,1339.72222222222,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,39.5052399300458,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,121.5
580 hydro,Osbu 8,hydro,6872,29.8,177831.093925293,4372.65,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,20.9282499530519,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,29.8
581 hydro,Osen 6,hydro,6711,22.2372,177831.093925293,258.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.5291138702104,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,22.2372
582 hydro,Oslandsbotn 3,hydro,6744,2.987,177831.093925293,911.448275862069,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,0.0
583 hydro,Osvatn 5,hydro,6747,2.369,177831.093925293,1645.21739130435,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,0.0
584 hydro,Nedre Fiskumfoss 5,hydro,6941,45.65,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,29.6767310115403,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_4,1,45.65
585 hydro,Nedalsfoss 8,hydro,7061,37.25,177831.093925293,1.848,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,26.1603124413149,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,37.25
586 hydro,Myra 11,hydro,6653,3.811,177831.093925293,60.6486486486486,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,0.0
587 hydro,Mykstufoss 5,hydro,6724,49.44,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,34.5250847469351,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,49.44
588 hydro,Meraker 9,hydro,7061,129.332,177831.093925293,34.0610599078341,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,90.8286047962452,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,129.332
589 hydro,Mesna 4,hydro,6718,50.625,177831.093925293,1884.13866666667,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,16.4605166375191,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,50.625
590 hydro,Middyr 3,hydro,6686,1.403892,177831.093925293,1153.84615384615,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,0.0
591 hydro,Mo 10,hydro,6647,18.327,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,12.8708737211269,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,18.327
592 hydro,Moflat 4,hydro,6723,32.4,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,24.0832159352264,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_2,1,32.4
593 hydro,Moksa 5,hydro,6718,20.25,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,6.58420665500763,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,20.25
594 hydro,Mobaek Molle 12,hydro,6653,2.08575,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,0.0
595 hydro,Morre 2,hydro,6863,20.264,177831.093925293,171.411764705882,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,14.2312099680753,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,20.264
596 hydro,Mossefossen,hydro,6739,4.185,177831.093925293,1318.70967741936,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,0.0,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_1,1,0.0
597 hydro,Mosvik 4,hydro,6870,55.13,177831.093925293,1611.48648648649,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,38.717262413146,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_3,1,55.13
598 hydro,Fortun 8,hydro,6666,278.1,177831.093925293,6.0,0.0,0.9,1,0.0,0,PQ,hydro,0,0.0,Inf,1.0,194.20360170151,0.0,1.0,0.0,Inf,0.0,0,,1,0.0,0.0,0.0,NO,NO_5,1,278.1
